2	nul
3	京
4	津
5	冀
6	晋
7	蒙
8	辽
9	吉
10	黑
11	沪
12	苏
13	浙
14	皖
15	闽
16	赣
17	鲁
18	豫
19	鄂
20	湘
21	粤
22	桂
23	琼
24	渝
25	川
26	贵
27	云
28	藏
29	陕
30	甘
31	青
32	宁
33	新
34	A
35	B
36	C
37	D
38	E
39	F
40	G
41	H
42	J
43	K
44	L
45	M
46	N
47	P
48	Q
49	R
50	S
51	T
52	U
53	V
54	W
55	X
56	Y
57	Z
58	1
59	2
60	3
61	4
62	5
63	6
64	7
65	8
66	9
67	0
68	港
69	澳
70	使
71	领
72	学
73	警
74	挂
